Id,Date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,AverageHeartRate,SleepEfficiency,RiskScore,RiskCategory
1503960366,2016-04-12,13162,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25,13,328,728,1985,728,328,13,25,0.0,6.05999994277954,0.550000011920929,1.87999999523163,13162,1.0,327.0,346.0,,94.50867052023122,0,Low Risk
1503960366,2016-04-13,10735,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21,19,217,776,1797,776,217,19,21,0.0,4.71000003814697,0.689999997615814,1.57000005245209,10735,2.0,384.0,407.0,,94.34889434889436,0,Low Risk
1503960366,2016-04-14,10460,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30,11,181,1218,1776,1218,181,11,30,0.0,3.91000008583069,0.400000005960464,2.44000005722046,10460,,,,,,1,Low Risk
1503960366,2016-04-15,9762,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29,34,209,726,1745,726,209,34,29,0.0,2.82999992370605,1.25999999046326,2.14000010490417,9762,1.0,412.0,442.0,,93.21266968325791,0,Low Risk
1503960366,2016-04-16,12669,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36,10,221,773,1863,773,221,10,36,0.0,5.03999996185303,0.409999996423721,2.71000003814697,12669,2.0,340.0,367.0,,92.64305177111716,0,Low Risk
1503960366,2016-04-17,9705,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,9705,1.0,700.0,712.0,,98.31460674157304,0,Low Risk
1503960366,2016-04-18,13019,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42,16,233,1149,1921,1149,233,16,42,0.0,4.71000003814697,0.639999985694885,3.25,13019,,,,,,1,Low Risk
1503960366,2016-04-19,15506,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50,31,264,775,2035,775,264,31,50,0.0,5.03000020980835,1.32000005245209,3.52999997138977,15506,1.0,304.0,320.0,,95.0,0,Low Risk
1503960366,2016-04-20,10544,6.67999982833862,6.67999982833862,0.0,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28,12,205,818,1786,818,205,12,28,0.0,4.23999977111816,0.479999989271164,1.96000003814697,10544,1.0,360.0,377.0,,95.49071618037136,0,Low Risk
1503960366,2016-04-21,9819,6.34000015258789,6.34000015258789,0.0,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19,8,211,838,1775,838,211,8,19,0.0,4.65000009536743,0.349999994039536,1.3400000333786,9819,1.0,325.0,364.0,,89.28571428571429,1,Low Risk
1503960366,2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,1217,130,27,66,0.0,2.24000000953674,1.12000000476837,4.76000022888184,12764,,,,,,1,Low Risk
1503960366,2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,732,262,21,41,0.0,5.3600001335144,0.870000004768372,2.80999994277954,14371,1.0,361.0,384.0,,94.01041666666666,0,Low Risk
1503960366,2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,709,238,5,39,0.0,3.27999997138977,0.209999993443489,2.92000007629395,10039,1.0,430.0,449.0,,95.7683741648107,0,Low Risk
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,814,216,14,73,0.0,3.94000005722046,0.569999992847443,5.28999996185303,15355,1.0,277.0,323.0,,85.75851393188854,1,Low Risk
